Name,Height,Weight
Vladimir_Lučić,2.02,91000.0
Vladimir_Micov,2.0066,101152.8
Vladimir_Mihailović,1.94,88000.0
Vladimir_Petrović-Stergiou,1.9939,97524.0
Vladimir_Radmanović,2.0827999999999998,106596.0
Vladimir_Stepania,2.1336,107049.6
Vladimir_Tica,2.08,104000.0
Vladimir_Tkachenko,2.2098,140616.0
Vladimir_Vuksanović,2.07,107000.0
Vladimir_Štimac,2.11,116000.0
Vladislav_Dragojlović,2.07,107000.0
Vlado_Ilievski,1.87,82000.0
Vlado_Šćepanović,1.97,102000.0
Vlantimir_Giankovits,2.0193,99792.0
Vlatko_Čančar,2.01,91000.0
Voise_Winters,2.032,90720.0
Vojdan_Stojanovski,1.94,87000.0
Vojislav_Stojanović,2.0,89000.0
Von_McDade,1.9304,83916.0
Von_Pessumal,1.8796,83916.0
Von_Wafer,1.9558,94802.4
Vonteego_Cummings,1.905,86184.0
Voshon_Lenard,1.9304,92988.0
Vrbica_Stefanov,1.8796,74844.0
Vuk_Radivojević,1.9558,89812.8
Vukašin_Aleksić,1.82,78000.0
Vukašin_Mandić,2.0066,95256.0
Vule_Avdalović,1.87325,83916.0
Vytautas_Budriūnas,1.8796,87091.2
Vytautas_Šulskis,2.0066,97524.0
Vytenis_Lipkevičius,1.9812,97977.6
Vytenis_Čižauskas,1.8796,80287.2
Válter_da_Silva,1.8288,87998.4
Víctor_Arteaga,2.09,97000.0
Víctor_Claver,2.0574,101606.4
Víctor_Liz,1.8288,109771.2
Víctor_Sada,1.92405,92988.0
Víctor_de_Carvalho,1.93,89000.0
Vítor_Benite,1.905,87998.4
Vítor_Faverani,2.1082,117936.0
Čedomir_Vitkovac,2.01,102000.0
Şemsettin_Baş,1.97485,95256.0
Željko_Rebrača,2.1336,120204.0
Željko_Zagorac,2.0447,106596.0
Željko_Šakić,2.032,106142.4
Ed_Elisma,2.0574,96616.8
Ed_Fleming,1.905,85730.4
Ed_Gayda,1.9304,95256.0
Ed_Gray,1.905,95256.0
Ed_Horton,2.032,104328.0
Ed_Johnson_(basketball),2.032,92988.0
Ed_Kalafat,1.9812,111132.0
Ed_Leede,1.905,83916.0
Ed_Macauley,2.032,83916.0
Ed_Manning,2.0066,95256.0
Ed_McCants,1.905,90720.0
Ed_Melvin,1.7526,77112.0
Ed_Mikan,2.032,104328.0
Ed_Nealy,2.0066,107956.8
Ed_O'Bannon,2.032,100699.2
Ed_Ocampo,1.7018,79380.0
Ed_Peterson,2.0574,99792.0
Ed_Pinckney,2.0574,108864.0
Ed_Rains,2.0066,86184.0
Ed_Ratleff,1.9812,88452.0
Ed_Roman,1.9812,99792.0
Ed_Sadowski_(basketball),1.9558,108864.0
Ed_Searcy,1.9812,95256.0
Ed_Smith_(basketball),1.9812,81648.0
Ed_Stanczak,1.8542,83916.0
Ed_Stokes,2.1336,119750.4
Ed_Turner_(basketball),1.9812,88452.0
Ed_Warner_(basketball),1.905,86184.0
Eddie_Basden,1.9558,97524.0
Eddie_Benton,1.8034,79380.0
Eddie_Casiano,1.905,90720.0
Eddie_Gill,1.8288,86184.0
Eddie_Griffin_(basketball),2.0827999999999998,108864.0
Eddie_House,1.8542,86184.0
Eddie_Hughes,1.778,74844.0
Eddie_Johnson_(basketball,_born_1955),1.8796,81648.0
Eddie_Johnson_(basketball,_born_1959),2.0066,97524.0
Eddie_Jones_(basketball),1.9812,90720.0
Eddie_Jordan_(basketball),1.8542,77112.0
Eddie_Laure,1.905,88452.0
Eddie_Lee_Wilkins,2.0827999999999998,99792.0
Eddie_Lucas,1.9812,90720.0
Eddie_Mast,2.0574,99792.0
Eddie_Miles,1.9304,88452.0
Eddie_Miller_(basketball),2.032,102060.0
Eddie_Oram,1.905,79380.0
Eddie_Owens,2.0066,95256.0
Eddie_Phillips_(basketball),2.0066,102060.0
Eddie_Riska,1.8288,79380.0
Eddie_Robinson_(basketball),2.032,95256.0
Eddie_Smith_(basketball),1.905,90720.0
Eddy_Curry,2.1336,133812.0
Edgar_Echavez,1.7272,68040.0
Edgar_Jones_(basketball),2.0827999999999998,102060.0
Edgar_Lacy,1.9812,86184.0
Edgaras_Stanionis,1.81,76000.0
Edgaras_Ulanovas,1.9812,93895.2
Edin_Atić,2.0066,83916.0
Edin_Bavčić,2.0827999999999998,109771.2
Edmar_Victoriano,1.95,88000.0
Edmir_Lucas,1.88,88000.0
Edmond_Azemi,2.0066,97977.6
Edo_Murić,2.02,99000.0
Edon_Molla,1.9304,86184.0
Edrice_Adebayo,2.0827999999999998,117936.0
Edu_Torres,1.8034,69854.4
Eduardo_Hernández-Sonseca,2.1209,111132.0
Eduardo_Machado_(basketball),1.9558,88452.0
Eduardo_Mingas,1.98,106000.0
Eduardo_Nájera,2.032,106596.0
Eduardo_Pacheco_(Filipino_sportsman)__Eduardo_Pacheco__1,1.7526,83916.0
Edvinas_Šeškus,1.9558,79833.6
Edward_Bartels,1.9558,88452.0
Edward_Jurkiewicz,1.95,90000.0
Edwin_Jackson_(basketball),1.905,91173.6
Edwin_Ubiles,1.9812,92534.4
Efe_Aydan,2.01676,94348.8
Efkan_Eren,2.032,99792.0
Efthimios_Rentzias,2.1209,117936.0
Efthymios_Tsakaleris,2.0701,111132.0
Eftim_Bogoev,1.86,80000.0
Egay_Billones,1.7526,74844.0
Ege_Arar,2.0574,102967.2
Egehan_Arna,2.03,88000.0
Egemen_Güven,2.1336,99792.0
Egidijus_Dimša,2.05,95000.0
Egidijus_Mockevičius,2.0827999999999998,102060.0
Eglė_Šulčiūtė,1.75,68000.0
Eimantas_Bendžius,2.03,86184.0
Ejike_Ugboaja,2.0574,102060.0
Ekene_Ibekwe,2.0574,99792.0
Ekpe_Udoh,2.0827999999999998,111132.0
Elaine_Powell,1.7272,68040.0
Elden_Campbell,2.1082,126554.4
Eldridge_Recasner,1.905,86184.0
Elena_Delle_Donne,1.9558,84823.2
Elfrid_Payton_(basketball),1.9304,83916.0
Elgin_Baylor,1.9558,102060.0
Elias_Harris,2.032,108410.4
Elie_Stephan,1.905,['86000.0', '95256.0']
Elijah_Johnson_(basketball),1.9304,88452.0
Elijah_Millsap,1.9812,97524.0
Elijah_Obade,2.0574,111132.0
Elipidio_Fortuna,1.8796,85276.8
Elishay_Kadir,2.032,111132.0
Eliud_Poligrates,1.8288,83916.0
Elliot_Perry,1.8288,68040.0
Elliot_Williams,1.9558,86184.0
Elmedin_Kikanović,2.1082,104328.0
Elmer_Behnke,2.0066,95256.0
Elmer_Bennett,1.8288,77112.0
